ts_ms,ax,ay,az,gx,gy,gz,mx,my,mz
29657,7.405266,-5.683835,-3.055001,0.019185,-0.006662,0.064351,-22.796286,6.448949,-1.199805
29711,7.551312,-5.916072,-2.995146,0.082870,0.013456,0.145355,-21.896433,5.399120,-1.499756
29765,7.376535,-5.920861,-2.901772,0.144423,-0.000266,0.163342,-21.446507,5.849047,-1.049829
29819,7.465121,-6.224925,-2.791639,0.200913,-0.004397,0.146954,-20.846603,4.499267,-0.449927
29872,7.498640,-5.949591,-2.710236,0.232622,0.043167,0.221430,-20.696629,3.899365,0.000000
29926,7.249643,-6.160281,-2.722207,0.092862,0.025847,0.002265,-20.846603,2.549585,-0.899853
29980,7.632715,-6.378153,-2.669535,0.026113,0.001199,-0.009193,-20.246702,2.699560,0.299951
30034,7.536947,-6.342240,-2.607286,-0.003864,-0.033308,0.025447,-19.496824,2.249634,0.000000
30087,7.515399,-6.217742,-2.518700,-0.047430,-0.027979,0.016787,-22.046408,3.599414,0.899853
30140,7.431602,-5.954380,-2.523489,-0.113380,0.023449,-0.061020,-19.496824,3.449438,0.299951
30193,7.419631,-6.253655,-2.523489,-0.055025,0.012391,-0.028778,-20.996580,4.649242,1.049829
30245,7.431602,-5.980716,-2.652776,0.003064,0.023449,-0.002132,-21.596481,4.049340,0.149976
30298,7.422025,-6.323087,-2.616863,0.016387,0.029044,-0.005329,-20.696629,4.199316,0.000000
30350,7.553706,-6.277597,-2.746149,0.030910,0.001466,-0.004130,-20.696629,3.899365,0.749878
30403,7.414843,-6.301539,-2.643199,0.042368,-0.008394,0.046498,-21.596481,2.549585,0.149976
30455,7.407660,-6.047753,-2.662352,-0.036372,-0.011724,-0.002265,-20.696629,3.899365,0.000000
30508,7.457938,-6.052542,-2.669535,-0.115245,0.030643,-0.037305,-20.696629,3.899365,0.299951
30560,7.393295,-6.098032,-2.525883,-0.100456,-0.016121,-0.035706,-20.696629,3.149487,0.000000
30614,7.472303,-6.088455,-2.516306,-0.070080,0.023049,-0.024648,-22.196384,4.199316,-0.749878
31500,7.438785,-6.227319,-2.726996,-0.100057,-0.017587,0.071012,-22.346359,5.699071,0.449927
31554,7.740454,-6.502652,-2.808398,0.007461,-0.124038,0.386237,-20.246702,4.649242,0.749878
31609,7.333440,-6.763620,-2.880225,0.197982,-0.224894,0.935816,-20.246702,2.699560,0.299951
31663,6.986280,-6.629545,-3.007117,0.277654,-0.244746,0.815642,-17.397165,0.899853,-0.449927
31717,6.452374,-6.794744,-2.952051,0.140159,-0.219965,0.579689,-19.346848,0.149976,-0.449927
31771,6.143522,-7.228095,-2.765303,0.003864,-0.195983,0.419012,-16.797264,0.000000,-0.749878
31825,6.416461,-7.675811,-2.264915,-0.056890,-0.251541,0.645239,-15.747435,-2.249634,-0.749878
31879,5.590461,-7.680599,-3.224990,-0.102588,-0.397562,1.094628,-15.297508,-1.499756,-1.049829
31933,4.896142,-7.955932,-3.366248,-0.149619,-0.488559,1.263698,-10.948216,-3.299463,-3.149487
31987,4.182671,-8.609550,-3.512294,-0.122440,-0.594211,0.804583,-9.148510,-3.899365,-3.749389
32040,4.857835,-8.166622,-3.727772,-0.136695,-0.478700,0.774740,-7.198827,-6.598925,-4.049340
32094,3.916914,-8.377312,-3.552995,-0.397695,-0.280851,0.301902,-5.549096,-5.249145,-4.949194
32148,3.711013,-8.657434,-3.813963,-0.423276,-0.235953,0.438464,-6.148998,-5.099169,-4.799218
32202,3.809175,-8.552089,-4.388572,-0.451254,-0.248476,0.581821,-4.499267,-5.099169,-5.999022
32256,2.753332,-8.348581,-4.407725,-0.449123,-0.195450,0.645239,-1.799707,-5.099169,-7.048851
32929,-0.577003,-7.694964,-6.912060,-0.427672,0.265130,0.194917,11.998045,3.599414,-15.447483
32983,-0.490811,-7.146692,-6.880936,-0.365853,0.203711,0.441129,11.248168,3.599414,-14.697606
33037,-0.847547,-7.465121,-7.058106,-0.574360,0.264997,0.562902,10.648265,6.298974,-15.747435
33091,-1.333570,-7.127539,-7.062895,-0.487493,0.411685,1.064917,9.298485,6.448949,-14.697606
33145,-1.558625,-6.775591,-7.405266,-0.809380,0.864005,0.760750,11.248168,8.398632,-16.647287
33199,-1.230620,-6.490681,-7.781156,-1.018686,0.930753,1.112614,9.298485,9.598436,-16.947239
33253,-1.302446,-5.961562,-8.408437,-1.122207,0.754089,1.615296,9.298485,11.548119,-17.697117
33307,-1.704672,-5.861006,-8.552089,-1.024282,0.569564,1.537355,7.948705,14.097703,-18.297020
33361,-0.878672,-4.639963,-8.384495,-0.643907,0.463778,1.444493,8.248656,15.447483,-19.946751
33415,-1.158794,-4.412514,-8.547300,-0.540786,0.677348,1.079706,7.348803,17.847092,-18.896921
33469,-1.180341,-4.429273,-8.441956,-0.155348,0.674017,0.924225,4.799218,17.847092,-18.896921
33523,-0.627281,-4.065354,-8.920795,-0.177198,0.688539,0.821637,4.349291,19.046898,-17.697117
33577,-0.984017,-4.079720,-9.208099,-0.064484,0.553443,1.115145,3.449438,17.697117,-18.297020
33631,-1.053449,-4.134786,-9.265560,-0.060354,0.744363,0.952603,2.399609,19.346848,-17.697117
33685,-0.897826,-4.108450,-9.186552,-0.175865,0.777404,1.082371,2.549585,17.247190,-18.297020
33739,0.541090,-3.414132,-9.145850,-0.134830,0.858009,1.046931,-0.149976,17.097216,-18.446995
33793,0.021548,-3.598485,-9.382876,-0.150285,0.912767,1.090098,-2.399609,16.197361,-18.147043
33847,1.146823,-3.473987,-9.586384,-0.053426,0.640576,1.099158,-1.649731,16.197361,-16.197361
33901,1.125275,-3.418920,-9.806650,-0.102588,0.587417,0.944343,-4.499267,16.047386,-15.747435
33955,2.367866,-2.619257,-9.856929,-0.170136,0.593145,0.555708,-5.249145,16.047386,-15.747435
34009,1.975216,-2.568978,-9.868899,-0.069280,0.499750,0.226893,-4.949194,14.847581,-15.297508
34062,1.601721,-2.786851,-9.888053,0.031842,-0.289245,-0.094461,-6.598925,15.447483,-15.447483
34116,1.364695,-3.038242,-9.624691,0.130966,-0.767145,-0.356527,-5.549096,14.697606,-15.447483
34170,2.015918,-2.568978,-9.835381,0.088599,-0.506145,-0.719049,-4.499267,16.047386,-15.747435
34224,0.761356,-3.002329,-9.574412,-0.042368,-0.289645,-0.847484,-3.749389,16.047386,-16.797264
34278,-0.407014,-3.452439,-9.447520,0.069946,-0.461380,-0.974187,-3.149487,15.897410,-16.947239
34332,2.023100,-3.282450,-8.911219,-0.036639,-0.145755,-1.205343,-2.999511,17.247190,-17.997068
34386,-0.804452,-4.067749,-9.493010,0.055691,0.153216,-1.062786,-3.899365,19.796776,-17.697117
34440,0.497994,-2.999935,-10.072407,-0.081804,-0.302302,-0.895847,-2.249634,18.896921,-16.047386
34494,0.086191,-3.299210,-9.971850,0.104853,-0.582354,-0.927156,-3.149487,18.596970,-16.197361
34548,0.967257,-2.825158,-10.012551,-0.085401,-0.805916,-0.821770,-1.049829,17.997068,-17.997068
34601,1.094150,-2.762909,-9.658210,-0.200779,-0.505479,-0.889851,-3.149487,20.246702,-18.446995
34655,-0.165200,-2.918532,-9.265560,-0.191986,-0.277121,-1.085568,0.749878,22.046408,-17.997068
34710,0.636858,-2.827552,-9.457097,-0.162409,-0.399827,-0.978583,0.449927,23.696140,-16.197361
34764,0.636858,-2.999935,-9.473856,-0.154681,-0.099657,-1.100090,2.249634,23.546164,-17.247190
34818,0.296881,-3.363853,-9.533711,-0.165207,-0.130966,-1.104753,2.099658,24.595993,-17.397165
34872,0.833182,-2.985569,-9.648633,-0.091663,-0.246877,-1.043467,2.249634,24.745968,-17.997068
34926,0.565032,-2.774880,-9.452309,-0.051161,-0.276855,-1.089832,1.799707,26.695652,-18.746946
34979,0.383072,-3.335123,-9.409213,0.033974,-0.265530,-1.095161,3.749389,26.695652,-18.297020
35033,0.984017,-3.545813,-9.433155,0.067415,-0.274856,-1.026280,2.249634,27.145578,-17.997068
35087,0.696713,-3.524265,-9.562442,0.055158,-0.203044,-0.981914,2.849536,27.745480,-18.896921
35140,0.332794,-3.442862,-9.674969,-0.098191,-0.338008,-0.915032,5.099169,26.845627,-17.397165
35194,-0.318429,-3.998317,-9.414001,-0.106319,-0.341871,-0.788995,5.549096,28.495358,-17.397165
35248,0.509965,-3.840300,-9.184157,-0.182394,-0.224894,-0.638577,7.348803,27.295553,-17.397165
35302,-0.198719,-3.830723,-9.373300,-0.108051,-0.040502,-0.619659,6.298974,28.795309,-17.397165
35355,0.330400,-3.296816,-9.265560,-0.242614,-0.065816,-0.450588,7.198827,28.345383,-17.997068
35409,0.373495,-3.162740,-9.289502,-0.105519,0.226227,-0.461779,6.448949,30.295065,-16.797264
35463,0.296881,-3.141193,-9.521740,-0.067548,0.073410,-0.420744,5.249145,31.044943,-17.247190
35517,0.421380,-2.896984,-9.564836,0.018119,-0.301636,-0.343470,8.548608,29.695162,-18.896921
35571,0.351948,-2.401384,-9.270349,0.017720,-0.481897,-0.261666,7.948705,29.395212,-19.496824
35625,0.699107,-2.221819,-9.358934,0.043034,-0.209839,-0.342404,8.698583,30.595016,-18.297020
35679,0.730232,-2.200271,-9.734824,0.083669,0.050095,-0.441528,9.148510,29.395212,-17.547142
35734,0.002394,-2.489970,-9.859323,0.009726,0.031975,-0.516005,9.148510,30.295065,-17.247190
35788,0.617704,-2.264915,-9.856929,0.037172,-0.111381,-0.546115,9.748412,29.695162,-17.697117
35842,0.675165,-2.542642,-9.871294,0.026113,-0.047564,-0.656697,10.498290,29.695162,-17.697117
35896,0.313640,-2.810793,-9.753978,-0.002931,-0.145222,-0.643107,9.298485,29.245235,-18.147043
35950,0.349553,-2.894590,-9.581595,0.031176,-0.199580,-0.638044,11.398143,30.595016,-18.746946
36004,-0.524330,-3.473987,-9.548077,0.025714,-0.231289,-0.608201,11.398143,30.295065,-18.746946
36058,-0.366313,-3.186682,-9.524135,-0.012657,-0.254472,-0.480965,11.698094,29.995113,-17.697117
36111,-0.320823,-2.908955,-9.452309,0.037571,-0.157479,-0.362922,12.597948,29.845139,-17.547142
36165,-0.392649,-3.299210,-9.634268,0.033708,-0.016787,-0.272058,11.698094,29.995113,-17.697117
36219,-0.050278,-3.028665,-9.763555,-0.054092,0.104054,-0.168937,11.848070,28.345383,-19.796776
36273,-0.138864,-2.863465,-9.500193,-0.041701,0.019585,-0.083936,13.797752,30.295065,-17.997068
36326,-0.105345,-3.026271,-9.576807,0.100590,-0.028112,-0.120308,13.797752,29.095261,-17.997068
36380,0.234632,-3.019088,-9.794679,0.049828,-0.074476,-0.077541,13.797752,30.295065,-16.047386
36434,0.313640,-2.779668,-9.612720,0.004663,0.033708,-0.050361,12.597948,29.395212,-18.297020
36488,0.086191,-2.808398,-9.550470,0.012257,0.118443,-0.024515,13.347826,29.845139,-18.746946
36543,0.160412,-3.016694,-9.682152,-0.022783,0.060221,-0.004796,13.197850,29.695162,-17.397165
36597,0.440533,-2.837129,-9.744401,0.038770,-0.013057,-0.026646,11.848070,28.645334,-19.046898
36651,0.471658,-2.655170,-9.708488,0.021717,-0.086201,0.012524,12.747923,29.245235,-17.697117
36705,0.493206,-2.588132,-9.722853,0.024781,0.021450,-0.038504,13.797752,28.645334,-16.797264
36759,0.821211,-2.343924,-9.859323,-0.053426,0.056090,-0.055158,12.747923,29.695162,-18.147043
36813,0.600945,-2.375048,-9.797073,-0.025980,0.091796,-0.169870,13.947728,28.045431,-19.196873
36867,0.641646,-2.667141,-9.804255,-0.045832,-0.051560,-0.209173,13.347826,28.645334,-18.746946
36921,0.426168,-3.100491,-9.607931,-0.065417,-0.128835,-0.236352,13.347826,29.095261,-18.746946
36975,0.088585,-3.031059,-9.323022,-0.081804,-0.143623,-0.164141,13.947728,29.995113,-19.196873
37029,-0.177171,-2.925714,-9.303867,0.015855,-0.120175,-0.129501,13.797752,27.895456,-16.797264
37083,-0.086191,-2.968810,-9.409213,0.063551,-0.051161,-0.031043,14.547630,29.845139,-19.496824
37137,0.062249,-2.837129,-9.694122,0.096859,0.032375,0.000133,16.047386,29.095261,-18.746946
37191,0.270545,-2.760514,-9.727641,0.026113,0.043833,0.045032,15.297508,27.895456,-18.746946
37245,0.229843,-2.762909,-9.861717,0.029311,0.031176,0.055557,14.097703,29.845139,-17.547142
37299,0.502782,-2.588132,-9.904813,-0.080472,0.116844,0.061686,12.597948,28.345383,-18.297020
37353,0.399832,-2.729390,-9.607931,-0.079539,0.165740,0.032375,13.797752,28.645334,-17.547142
37407,0.538695,-2.549825,-9.572019,-0.047963,0.082470,0.052093,13.947728,29.995113,-16.947239
37461,0.586579,-2.681506,-9.710882,-0.029844,0.056224,-0.007061,12.597948,29.845139,-18.297020
37515,0.691924,-2.715025,-9.727641,-0.044632,-0.008527,-0.033708,13.497801,29.245235,-18.896921
37569,0.732626,-2.504335,-9.677363,-0.023848,-0.044899,-0.107118,12.447972,28.045431,-17.697117
37623,0.701501,-2.279280,-9.605537,0.016387,-0.078606,-0.129101,13.947728,28.795309,-18.896921
37677,1.247379,-2.351106,-9.797073,-0.038371,0.120175,-0.321221,13.347826,29.095261,-17.547142
37731,1.331176,-2.358289,-9.619903,-0.056490,0.090864,-0.396096,13.047874,28.645334,-18.297020
37785,0.476446,-3.083732,-9.402030,0.033708,-0.093662,-0.472305,13.797752,29.095261,-18.297020
37839,0.253785,-3.378219,-9.301474,0.044632,-0.324685,-0.449789,14.697606,28.495358,-17.697117
37893,-0.067038,-3.447650,-9.062054,0.152017,-0.365853,-0.368251,14.397655,28.795309,-18.147043
37947,-0.330400,-3.610456,-8.738836,0.310029,-0.190254,-0.290178,16.647287,27.745480,-17.697117
38001,0.198719,-3.883395,-8.003817,0.492689,0.155214,-0.276721,15.297508,27.145578,-18.746946
38055,-0.081403,-4.434062,-6.253655,1.143790,0.445525,-0.403691,14.847581,24.745968,-17.547142
38109,0.995988,-5.904101,-6.337452,1.530028,0.344669,-0.583553,13.197850,21.446507,-18.147043
38162,1.386243,-7.843405,-6.897695,2.810513,0.657763,-0.812977,13.347826,16.047386,-16.497313
38216,1.649605,-6.988675,-6.557718,2.014723,0.189055,-0.416214,11.398143,9.748412,-13.797752
38270,1.939303,-8.944737,-6.275203,2.507945,0.409819,-0.152150,11.698094,4.799218,-13.947728
38325,2.190695,-8.714894,-5.530606,1.879360,0.643374,0.111515,10.048363,0.149976,-9.898388
38379,4.232949,-10.072407,-5.135562,2.144357,1.109150,-0.432202,7.798729,-2.849536,-7.948705
38432,3.576937,-8.178593,-3.799598,2.953203,2.359392,-1.153516,2.999511,-7.348803,-1.049829
38486,5.257667,-8.269572,-2.954445,2.081205,1.958899,-1.766113,0.149976,-11.548119,3.149487
38540,5.590461,-9.588778,-2.286463,2.565367,1.858309,-0.410885,-5.549096,-12.297997,8.698583
38594,7.429208,-8.547300,-1.640028,0.991907,1.256371,-1.562536,-9.748412,-14.247679,12.897899
38648,7.855376,-8.978256,-0.553061,0.384639,1.539753,-2.094395,-12.747923,-12.747923,16.197361
38702,7.675811,-8.087613,0.270545,-0.377444,1.884423,-2.509144,-18.596970,-9.148510,18.896921
38756,7.000646,-6.773197,1.927332,-0.810845,1.472338,-1.861773,-23.246214,-5.699071,21.146555
38810,9.643845,-6.270414,2.365471,-0.904374,1.855378,-3.050596,-26.245724,-0.149976,21.446507
38864,8.104373,-5.453991,3.186682,-0.684675,1.564934,-2.684743,-31.044943,7.048851,25.495846
38918,8.113950,-4.532224,3.442862,-0.323219,0.579156,-0.752224,-32.544697,9.748412,27.745480
38972,8.456321,-2.607286,3.217807,-0.329081,0.425940,-0.630184,-33.744503,12.897899,28.795309
39026,9.141062,-2.887407,3.105280,-0.514406,0.231556,-0.538387,-32.244747,13.347826,29.245235
39079,9.562442,-3.026271,2.779668,-0.768345,0.357859,-1.017087,-35.094284,15.897410,29.395212
39133,10.347740,-2.741361,2.621651,-0.756221,-0.200247,-0.869067,-35.094284,19.346848,30.145090
39187,10.627861,-3.136404,2.564190,-0.461779,-0.406222,-0.044499,-33.894478,18.297020,28.945284
39241,8.808268,-2.985569,2.810793,-0.124571,-1.032009,-0.562103,-34.344406,19.796776,27.895456
39295,9.258378,-3.157952,2.030283,0.176665,-1.131933,-0.056224,-35.694183,21.596481,24.745968
39349,9.210494,-2.858677,1.604115,0.300969,-1.004031,0.211971,-34.344406,20.246702,22.196384
39403,8.892065,-4.091691,1.625663,0.432202,-1.237052,0.659761,-34.194431,19.646799,19.496824
39457,8.101978,-5.195418,1.182736,0.498951,-1.483796,1.810213,-31.194918,18.596970,16.647287
39511,10.129868,-6.294356,1.410185,0.553576,-1.698698,2.567899,-28.345383,8.998534,13.047874
39565,9.095572,-4.505888,1.450886,-0.003198,-1.373614,0.764881,-26.695652,6.748900,12.148021
39619,9.026140,-5.130774,1.027112,-0.504280,-0.888119,0.775672,-24.146067,6.298974,10.048363
39673,7.551312,-5.659893,0.713472,-0.270859,-0.405423,1.182294,-22.196384,4.649242,7.798729
39727,7.551312,-4.560954,-0.445322,-0.123505,-0.205842,0.453786,-21.896433,2.699560,7.798729
39781,5.813122,-6.057330,-0.658405,0.009726,-0.040902,0.766879,-20.996580,1.499756,6.298974
39835,7.694964,-5.511452,-1.359907,0.058622,0.046364,0.569697,-20.546654,-0.449927,5.699071
39888,7.196970,-6.349423,-1.613692,-0.177730,0.173467,0.291510,-19.646799,-0.149976,4.649242
39942,7.455544,-6.921637,-1.201889,-0.221430,0.174533,-0.068881,-20.996580,0.000000,7.798729
39997,7.244854,-7.122750,-1.060631,-0.051694,0.031443,0.253139,-20.246702,0.299951,5.999022
40050,6.607996,-6.438008,-0.909797,-0.025314,0.166139,0.196783,-20.096725,0.449927,5.399120
40104,7.455544,-6.600814,-0.701501,-0.057023,0.324418,0.746361,-19.196873,-0.749878,7.048851
40157,6.926425,-6.866570,-0.622492,-0.091930,0.501749,-0.213436,-19.196873,-1.499756,8.248656
40210,6.959944,-7.524976,-0.957681,-0.161876,0.357859,-0.310828,-20.696629,-1.049829,7.498778
40264,7.582437,-7.508216,-1.113304,0.020118,0.160544,-0.100590,-21.596481,0.149976,8.398632
40318,7.503428,-6.830657,-1.146823,-0.100456,0.133098,-0.385704,-18.746946,0.299951,8.248656
40372,7.436390,-6.852205,-0.981623,-0.298704,0.158279,-0.296440,-22.646311,1.949682,7.798729
40426,7.230489,-7.137115,-0.907402,-0.243413,0.206242,-0.259135,-23.546164,0.899853,7.948705
40479,7.242460,-7.012617,-0.797269,-0.089398,0.089931,0.067548,-22.346359,1.349780,8.398632
40533,7.249643,-6.648698,-0.646434,-0.067282,0.012124,0.080605,-23.546164,2.849536,8.398632
40588,7.321469,-6.885724,-0.660800,0.066083,0.030110,0.420611,-22.646311,1.499756,8.998534
40641,7.034164,-6.833052,-0.529119,0.169870,0.077541,0.262998,-23.396189,0.749878,8.548608
40695,6.100426,-8.573636,-0.253785,0.763548,-0.175466,1.820072,-21.896433,0.000000,9.748412
40749,5.734113,-7.659051,-0.055067,1.056257,0.094727,1.460348,-17.397165,-5.699071,9.898388
40803,5.741296,-7.936779,0.426168,1.283550,-0.017986,2.073877,-14.397655,-9.148510,12.447972
40857,4.517859,-8.197746,0.787692,0.738368,0.233155,1.322187,-11.848070,-11.698094,13.047874
40911,3.538630,-9.895236,0.883460,0.166273,-0.015055,1.380675,-10.648265,-14.847581,16.047386
40965,3.713407,-9.528923,0.797269,-0.008926,0.032908,1.553743,-5.549096,-15.897410,15.447483
41019,1.522712,-10.093954,0.730232,-0.230224,-0.173334,1.916132,-2.249634,-17.247190,14.247679
41073,0.253785,-10.472239,0.859518,-0.373980,-0.027712,1.085968,1.499756,-18.896921,14.547630
41127,1.482011,-9.004593,0.486023,-0.323885,-0.106985,1.951305,4.199316,-18.896921,12.747923
41180,-0.512359,-10.311827,0.277727,-0.159345,-0.220764,3.307466,8.398632,-17.247190,12.747923
41234,-2.185906,-11.707646,0.131681,-0.213436,-0.207441,1.074243,15.747435,-17.997068,11.548119
41288,-1.149217,-8.463503,0.497994,0.066749,-0.223828,0.785798,17.847092,-16.197361,12.897899
41342,-3.634398,-10.295067,0.794875,-0.071812,0.021850,0.354395,19.196873,-17.247190,11.248168
41396,-2.102109,-9.361329,0.763750,0.003198,0.155481,-0.080205,20.246702,-16.047386,12.297997
41450,-2.755726,-9.172187,0.811634,0.051694,0.161210,0.042900,19.196873,-16.797264,13.047874
41503,-3.232172,-10.251971,0.596156,0.036372,0.266596,-0.016654,20.846603,-17.397165,12.897899
41557,-2.501941,-9.533711,0.502782,-0.059554,0.328415,-0.282450,20.546654,-17.097216,13.197850
41611,-2.561796,-9.572019,0.409408,-0.086867,0.128035,-0.080205,19.946751,-16.047386,13.497801
41665,-3.177106,-10.055647,0.414197,-0.200380,0.218233,-0.158812,19.646799,-16.647287,11.398143
41719,-1.333570,-8.865729,0.198719,-0.244613,0.218233,-0.359058,18.596970,-17.097216,10.948216
41773,-3.033453,-9.387665,0.107739,-0.374513,0.528129,-0.768211,17.847092,-14.697606,11.398143
41827,6.303933,-7.223307,-1.458069,-1.986345,1.621424,-4.365721,13.497801,-15.897410,8.398632
41881,3.296816,-14.226347,-3.983952,-3.204078,2.422677,-4.365721,-3.149487,-11.998045,5.399120
41934,2.952051,-10.943896,-3.608062,-2.420012,0.849083,-4.365721,-17.397165,-0.149976,1.949682
41988,5.640739,-6.909666,-5.722142,-1.932119,1.657530,-4.365721,-24.146067,12.897899,2.249634
42043,5.054160,-5.652710,-1.891419,-0.976319,0.356527,-0.648170,-25.345871,21.146555,3.299463
42096,7.101202,-5.334281,-2.286463,0.072478,0.021051,0.139360,-28.045431,22.796286,4.799218
42150,12.023681,0.220267,-3.529053,-0.325084,0.372648,-1.051061,-27.445528,20.546654,3.899365
42204,8.465898,-4.651934,-2.671929,-0.902908,0.614862,-0.204643,-26.995602,22.946262,4.649242
42258,7.934384,-4.290410,-2.365471,-0.012391,-0.032109,0.481231,-27.445528,24.895945,6.898876
42312,9.967062,-2.717419,-3.052607,0.213170,-0.051161,0.637778,-27.595505,22.796286,6.298974
42366,8.801085,-3.948039,-2.803610,-0.042634,0.076342,0.189721,-27.595505,22.046408,5.549096
42420,8.875306,-3.837905,-2.719813,0.027446,-0.029711,0.221297,-27.745480,22.496336,5.399120
42474,9.006987,-4.192247,-2.688689,-0.117510,0.009326,-0.006528,-27.145578,21.146555,5.999022
42528,8.097190,-4.675876,-2.600103,0.027312,-0.074743,0.194384,-28.195406,20.246702,5.699071
42582,7.654263,-4.905719,-2.499547,0.259934,-0.261933,0.751691,-27.745480,19.346848,5.699071
42636,5.384560,-7.884106,-2.355895,0.677214,-1.084236,3.440297,-26.245724,16.197361,4.649242
42690,7.424419,-9.627085,-4.551377,1.637945,-2.582954,4.365588,-16.797264,2.699560,2.549585
42744,6.438008,-8.767567,-4.223372,1.104087,-1.949839,4.365588,-6.598925,-6.448949,0.449927
42798,3.375824,-8.564059,-3.076549,0.286714,-0.678413,1.432769,-0.299951,-9.448461,1.049829
42852,-0.502782,-9.203311,-2.427721,0.247677,-0.273657,1.090231,2.849536,-11.548119,0.149976
42906,-0.095768,-9.528923,-2.815581,0.081538,-0.386903,1.064251,5.099169,-13.947728,2.699560
42960,-0.873884,-10.137050,-2.772485,0.227159,-0.201712,1.324585,6.898876,-12.597948,2.249634
43014,-1.788469,-9.897630,-2.468422,0.250208,-0.315092,1.625954,10.498290,-12.747923,1.949682
43068,-2.317587,-9.902418,-2.379837,0.676815,-0.262599,1.971156,13.497801,-13.047874,2.399609
43122,-2.068590,-8.398860,-1.647211,0.563568,-0.420345,1.106752,19.496824,-13.647777,3.749389
43177,-3.557784,-9.145850,-1.300052,0.389435,-0.238351,0.642974,19.346848,-14.247679,6.448949
43230,-0.691924,-7.922413,-1.719037,0.082337,0.333211,-1.523766,20.096725,-14.247679,4.649242
43284,4.003105,-9.078813,-2.758120,-1.166706,1.919729,-4.365721,10.498290,-14.697606,3.899365
43338,-0.969652,-14.233529,-2.913743,-1.648870,1.633282,-4.365721,-8.248656,-7.648754,3.899365
43392,7.678205,-8.252813,-3.627216,-1.211072,0.275789,-3.396864,-15.747435,-1.949682,2.999511
43446,6.375759,-7.196970,-3.624821,-1.098891,1.415049,-3.354096,-21.596481,7.198827,3.899365
43500,3.442862,-10.105926,-2.327164,-0.376511,-0.327482,1.793426,-23.246214,12.747923,2.399609
43554,4.663905,-12.878411,-4.012682,2.327683,-2.402426,4.365588,-19.946751,4.649242,2.999511
43608,5.887342,-8.916007,-4.434062,1.269960,-2.708058,4.365588,-1.799707,-12.148021,2.549585
43661,4.256891,-7.831434,-3.186682,0.890784,-0.575426,2.091997,13.947728,-13.947728,2.699560
43715,1.570596,-5.640739,-2.133234,0.610199,1.388536,-3.500384,14.397655,-14.697606,5.699071
43769,1.266533,-11.504139,-2.794033,-1.564934,1.329648,-4.365721,-1.649731,-12.297997,4.199316
43823,2.961627,-10.649409,-3.095703,-1.663792,0.622856,-3.101490,-13.497801,-4.499267,3.449438
43878,2.430115,-11.779472,-2.645593,-0.869734,0.246611,0.258335,-17.397165,0.149976,2.399609
43932,0.969652,-13.721169,-3.706224,1.935051,-1.835927,4.365588,-11.248168,-4.799218,2.699560
43986,6.131551,-6.816292,-3.651158,1.255305,-2.616528,4.033309,0.149976,-11.098192,2.399609
44040,9.720459,-6.801927,-2.224213,-0.123905,1.259035,-2.612132,6.448949,-12.897899,3.299463
44094,0.193930,-11.331757,-2.815581,-1.334178,3.270161,-3.430571,-2.549585,-13.347826,4.499267
44148,-1.113304,-11.628637,-3.224990,-1.468741,2.363655,-0.945942,-10.648265,-7.348803,3.749389
44202,-1.122881,-11.820174,-3.105280,-0.213969,-1.710289,1.413051,-11.698094,-6.448949,3.899365
44255,2.585738,-10.563218,-4.249708,1.700430,-4.153484,1.812078,-6.298974,-8.848558,2.399609
44309,12.995727,-3.969586,-1.745373,0.723312,-0.430204,-0.234620,2.099658,-11.098192,2.399609
44363,0.572214,-10.263943,-2.925714,-1.077175,3.679181,-2.187124,-2.549585,-10.948216,3.299463
44417,-1.000776,-10.623073,-2.738967,-1.267029,2.677548,-0.931819,-8.998534,-8.848558,5.399120
44471,-0.658405,-12.459426,-3.550601,0.316424,-2.301037,1.150985,-10.648265,-8.248656,4.049340
44525,4.685453,-9.703699,-4.477157,1.748260,-4.054226,1.186291,-4.349291,-10.348314,3.149487
44579,8.324639,-5.887342,-2.329558,-0.339606,1.215469,-1.710689,-1.499756,-11.398143,2.549585
44633,-0.136469,-10.534488,-3.665523,-1.427972,3.390069,-1.826734,-9.598436,-8.248656,2.549585
44687,1.757344,-10.453085,-2.995146,-1.174833,1.999534,-1.421711,-12.597948,-5.849047,4.049340
44741,2.810793,-9.935937,-2.351106,0.166273,-0.193319,-0.772208,-16.647287,-2.099658,4.649242
44795,5.968745,-8.046912,-2.813187,0.517070,-0.919296,0.862806,-16.497313,-3.449438,4.799218
44849,5.480328,-8.121132,-2.454057,-0.100323,0.393698,-0.175466,-15.897410,-2.849536,5.699071
44903,4.319140,-8.441956,-2.293645,-0.143623,0.411152,0.481764,-17.097216,-2.849536,6.898876
44957,4.716578,-8.494628,-2.161964,-0.026913,0.292176,1.015622,-16.497313,-4.649242,4.799218
45011,4.244920,-8.573636,-2.341529,0.020784,0.474037,0.335343,-14.097703,-6.598925,5.549096
45063,4.015076,-8.875306,-2.434903,-0.124305,0.640842,0.292309,-15.747435,-6.598925,7.798729
45116,3.955221,-9.208099,-2.389413,-0.524798,1.091297,-0.068481,-14.847581,-5.849047,7.498778
45169,2.303222,-9.804255,-2.123657,-0.385438,0.703328,0.259268,-13.197850,-6.448949,7.198827
45221,4.146757,-8.949526,-1.963245,-0.197848,0.378776,0.575559,-16.047386,-7.798729,7.798729
